R;G;B;A;Count
188;180;0;202;8
244;233;0;203;27
255;245;21;203;9
244;233;0;202;25
218;209;0;143;1
222;212;0;109;1
228;218;0;77;2
236;226;0;48;2
252;241;0;28;2
255;245;25;9;4
214;205;0;15;3
214;205;0;26;5
206;197;0;44;1
198;189;0;69;1
196;188;0;103;1
196;188;0;109;1
198;189;0;75;1
202;193;0;45;1
206;197;0;24;5
220;211;0;14;6
214;205;0;13;7
255;246;37;5;6
255;245;33;9;1
255;245;13;13;2
238;228;0;23;1
222;212;0;40;2
210;201;0;58;1
204;195;0;74;3
184;176;0;195;13
202;193;0;72;1
206;197;0;55;3
212;203;0;35;3
226;216;0;18;6
248;237;0;9;3
216;207;0;12;6
186;178;0;24;2
182;174;0;31;4
242;232;0;10;2
248;237;0;14;1
236;226;0;21;1
222;212;0;35;2
212;203;0;54;2
208;199;0;75;2
240;230;0;195;26
255;246;55;195;10
206;197;0;82;2
208;199;0;59;1
218;209;0;37;4
236;226;0;19;3
255;244;3;11;3
224;214;0;14;5
204;195;0;18;4
186;178;0;22;8
188;180;0;14;10
208;199;0;23;8
212;203;0;27;5
208;199;0;32;1
206;197;0;36;2
202;193;0;30;6
202;193;0;20;8
222;212;0;8;3
184;176;0;61;1
184;176;0;86;1
198;189;0;72;5
204;195;0;49;2
226;216;0;33;1
240;230;0;25;3
228;218;0;33;1
212;203;0;50;2
204;195;0;70;2
198;189;0;85;2
192;184;0;69;1
190;182;0;11;5
204;195;0;43;1
206;197;0;60;4
216;207;0;87;2
224;214;0;98;1
228;218;0;116;1
228;218;0;139;2
192;184;0;206;9
244;233;0;207;24
246;235;0;209;14
255;245;23;209;9
255;245;23;208;7
190;182;0;205;7
228;218;0;140;1
230;220;0;106;1
236;226;0;74;2
244;233;0;47;1
226;216;0;21;2
218;209;0;38;1
208;199;0;63;1
202;193;0;95;2
202;193;0;92;5
208;199;0;58;1
214;205;0;36;2
222;212;0;27;4
196;188;0;28;2
192;184;0;31;1
255;245;17;12;2
255;244;7;19;1
250;239;0;29;1
236;226;0;44;1
224;214;0;63;3
214;205;0;85;1
210;201;0;106;4
186;178;0;197;13
208;199;0;99;3
210;201;0;74;2
214;205;0;48;2
230;220;0;28;3
246;235;0;16;3
216;207;0;18;4
192;184;0;38;3
184;176;0;48;2
232;222;0;10;8
234;224;0;16;4
230;220;0;21;5
236;226;0;28;2
234;224;0;38;1
228;218;0;51;2
220;211;0;69;2
216;207;0;88;2
242;232;0;197;28
255;246;55;197;9
212;203;0;97;1
216;207;0;75;4
224;214;0;50;1
238;228;0;28;3
255;244;0;20;2
232;222;0;20;1
196;188;0;31;1
198;189;0;36;1
204;195;0;39;3
222;212;0;34;1
234;224;0;26;2
222;212;0;33;1
216;207;0;32;1
214;205;0;32;2
212;203;0;31;2
186;178;0;74;3
202;193;0;85;1
216;207;0;62;1
236;226;0;46;1
242;232;0;41;1
230;220;0;52;1
194;186;0;94;1
196;188;0;66;1
198;189;0;39;2
216;207;0;39;1
220;211;0;76;2
226;216;0;96;3
230;220;0;116;1
232;222;0;141;1
192;184;0;208;10
194;186;0;211;3
248;237;0;213;14
248;237;0;215;7
255;245;23;215;6
255;246;55;215;15
255;245;23;213;6
246;235;0;211;14
232;222;0;140;2
232;222;0;104;2
238;228;0;47;3
244;233;0;29;2
250;239;0;16;4
230;220;0;31;2
220;211;0;55;2
214;205;0;87;1
206;197;0;123;1
186;178;0;198;9
212;203;0;109;1
222;212;0;53;2
218;209;0;43;1
206;197;0;42;9
194;186;0;47;1
255;246;55;5;20
255;244;0;25;1
252;241;0;36;3
240;230;0;51;1
232;222;0;72;1
226;216;0;95;3
220;211;0;121;1
188;180;0;200;15
242;232;0;200;31
216;207;0;101;1
232;222;0;43;1
240;230;0;27;1
200;191;0;36;2
182;174;0;41;1
230;220;0;19;2
228;218;0;29;1
226;216;0;41;1
230;220;0;51;1
230;220;0;64;1
232;222;0;74;1
230;220;0;91;1
226;216;0;107;1
224;214;0;125;1
242;232;0;201;29
222;212;0;118;4
230;220;0;70;1
240;230;0;46;1
246;235;0;32;2
238;228;0;26;2
224;214;0;25;1
204;195;0;26;3
194;186;0;53;3
198;189;0;63;3
212;203;0;57;1
224;214;0;48;1
242;232;0;39;1
255;244;0;32;1
255;244;5;33;1
246;235;0;39;1
236;226;0;45;1
222;212;0;48;3
210;201;0;15;5
188;180;0;47;2
190;182;0;77;1
210;201;0;96;2
226;216;0;77;1
238;228;0;66;2
244;233;0;67;1
234;224;0;82;2
222;212;0;107;1
212;203;0;132;1
200;191;0;83;1
200;191;0;50;2
226;216;0;9;14
220;211;0;43;1
226;216;0;87;1
230;220;0;113;1
234;224;0;138;1
240;230;0;160;2
196;188;0;214;5
248;237;0;217;12
250;239;0;220;11
255;245;25;222;4
255;245;25;223;2
255;246;55;222;17
255;245;23;220;4
255;245;23;217;3
192;184;0;209;6
234;224;0;139;1
232;222;0;105;1
230;220;0;74;1
232;222;0;49;1
232;222;0;30;1
236;226;0;17;2
236;226;0;8;6
255;244;3;15;4
232;222;0;51;1
222;212;0;79;3
218;209;0;115;1
188;180;0;201;12
255;245;21;204;15
244;233;0;204;23
222;212;0;130;1
226;216;0;73;1
220;211;0;64;1
206;197;0;64;2
186;178;0;31;2
255;246;43;8;1
255;245;19;16;3
255;244;3;27;1
250;239;0;42;1
242;232;0;59;1
238;228;0;82;1
234;224;0;108;2
230;220;0;131;1
228;218;0;149;3
255;246;55;203;15
222;212;0;128;2
232;222;0;64;2
238;228;0;43;3
224;214;0;37;3
206;197;0;45;2
194;186;0;55;1
255;244;0;7;4
226;216;0;31;1
222;212;0;49;2
222;212;0;66;5
226;216;0;82;1
236;226;0;122;2
236;226;0;135;2
234;224;0;150;1
232;222;0;154;2
232;222;0;153;4
230;220;0;126;1
234;224;0;100;1
240;230;0;72;1
242;232;0;51;1
240;230;0;36;2
234;224;0;29;1
222;212;0;26;2
206;197;0;26;5
196;188;0;61;2
196;188;0;81;1
216;207;0;86;1
230;220;0;71;1
250;239;0;55;1
255;245;13;47;1
255;245;15;46;1
255;244;0;54;1
238;228;0;65;2
226;216;0;76;1
212;203;0;74;1
212;203;0;62;2
192;184;0;47;1
196;188;0;77;1
255;245;21;196;5
224;214;0;109;3
236;226;0;98;2
242;232;0;96;1
244;233;0;102;1
236;226;0;119;1
228;218;0;144;2
190;182;0;203;7
255;245;21;200;8
206;197;0;100;1
206;197;0;61;1
214;205;0;33;2
230;220;0;13;2
222;212;0;21;1
220;211;0;36;3
228;218;0;106;2
232;222;0;136;1
240;230;0;159;2
250;239;0;219;13
250;239;0;224;10
252;241;0;228;10
255;245;27;230;7
255;246;55;231;10
255;246;55;230;17
255;245;25;227;5
255;245;25;224;6
230;220;0;140;2
226;216;0;106;1
224;214;0;75;2
222;212;0;28;1
222;212;0;15;2
255;245;13;7;4
255;244;0;14;4
246;235;0;25;1
232;222;0;75;1
226;216;0;109;1
224;214;0;145;1
244;233;0;205;22
244;233;0;208;18
230;220;0;151;2
232;222;0;120;1
230;220;0;98;1
222;212;0;89;1
208;199;0;90;1
188;180;0;63;1
184;176;0;40;2
255;246;55;6;11
255;245;27;13;1
255;244;9;24;1
252;241;0;43;1
244;233;0;65;1
240;230;0;90;1
238;228;0;120;1
238;228;0;158;2
246;235;0;210;16
255;246;55;210;18
255;246;55;209;19
230;220;0;125;1
232;222;0;93;2
234;224;0;66;1
226;216;0;54;1
200;191;0;59;1
255;246;55;192;1
182;174;0;44;1
182;174;0;29;1
238;228;0;11;8
226;216;0;25;3
222;212;0;47;1
218;209;0;72;3
222;212;0;96;1
238;228;0;146;1
242;232;0;157;1
246;235;0;164;2
194;186;0;212;4
246;235;0;212;21
240;230;0;105;1
242;232;0;76;1
242;232;0;52;1
242;232;0;35;1
224;214;0;22;1
210;201;0;17;5
206;197;0;13;8
198;189;0;56;4
198;189;0;86;2
255;244;0;82;1
255;245;15;70;1
255;245;17;71;1
255;244;3;82;1
242;232;0;95;1
230;220;0;109;2
212;203;0;94;1
210;201;0;69;2
212;203;0;44;2
218;209;0;23;3
200;191;0;46;4
255;245;21;197;7
232;222;0;125;1
242;232;0;125;1
248;237;0;131;1
248;237;0;142;1
242;232;0;158;1
255;245;23;207;15
222;212;0;41;2
232;222;0;18;1
255;246;35;5;5
214;205;0;16;5
212;203;0;30;1
212;203;0;51;1
214;205;0;77;1
220;211;0;106;1
226;216;0;135;1
192;184;0;207;4
194;186;0;213;2
250;239;0;225;9
252;241;0;231;6
255;245;27;235;8
255;245;27;238;3
255;246;55;239;12
255;246;55;238;15
255;246;55;235;13
255;245;25;225;3
198;189;0;218;4
224;214;0;139;1
216;207;0;105;1
214;205;0;73;1
255;244;5;12;1
250;239;0;24;2
242;232;0;43;1
234;224;0;71;3
255;246;55;216;27
248;237;0;216;12
194;186;0;210;3
238;228;0;147;1
234;224;0;127;2
224;214;0;114;1
212;203;0;113;3
190;182;0;71;1
188;180;0;46;1
255;245;29;11;1
255;245;15;21;3
255;244;0;40;1
244;233;0;64;1
242;232;0;94;1
240;230;0;126;1
255;246;55;217;22
248;237;0;214;12
236;226;0;155;1
232;222;0;98;2
216;207;0;64;1
208;199;0;61;2
238;228;0;18;2
226;216;0;37;2
220;211;0;98;1
248;237;0;166;3
255;244;0;172;1
242;232;0;138;1
240;230;0;104;1
246;235;0;73;1
248;237;0;46;2
252;241;0;29;1
252;241;0;19;5
202;193;0;42;2
202;193;0;74;2
202;193;0;111;1
190;182;0;204;5
242;232;0;130;1
255;244;5;113;1
255;245;17;107;2
255;244;7;117;1
248;237;0;133;1
214;205;0;97;1
214;205;0;63;1
230;220;0;17;5
206;197;0;68;2
224;214;0;132;1
242;232;0;148;1
248;237;0;156;1
255;244;0;173;1
196;188;0;216;2
255;245;23;210;14
218;209;0;130;1
222;212;0;88;1
226;216;0;53;1
242;232;0;26;1
255;245;19;10;2
204;195;0;71;3
250;239;0;223;14
255;245;27;236;3
255;245;27;242;5
255;246;55;245;14
255;246;55;246;11
255;246;55;241;11
255;245;25;229;6
250;239;0;222;6
208;199;0;102;1
206;197;0;67;2
206;197;0;40;2
255;245;17;9;1
244;233;0;39;2
236;226;0;65;1
232;222;0;135;1
255;246;55;223;17
255;246;55;224;17
238;228;0;156;1
228;218;0;143;2
190;182;0;74;2
255;245;13;18;2
255;244;0;33;1
246;235;0;57;1
242;232;0;89;1
240;230;0;124;1
248;237;0;218;11
250;239;0;226;8
255;246;55;225;11
250;239;0;221;7
232;222;0;132;1
228;218;0;103;1
222;212;0;81;1
212;203;0;65;1
202;193;0;54;2
192;184;0;46;3
192;184;0;37;2
255;244;9;10;1
236;226;0;25;1
226;216;0;50;3
222;212;0;84;1
224;214;0;122;2
198;189;0;219;3
200;191;0;222;1
250;239;0;227;6
198;189;0;217;3
244;233;0;134;1
246;235;0;96;1
252;241;0;64;1
255;244;5;37;1
204;195;0;28;2
206;197;0;57;2
204;195;0;94;2
244;233;0;206;21
250;239;0;162;1
255;244;11;149;1
255;245;21;144;1
255;245;19;146;1
255;245;13;155;1
255;244;0;169;1
220;211;0;125;1
220;211;0;85;2
222;212;0;52;1
214;205;0;46;2
216;207;0;72;2
218;209;0;100;1
224;214;0;126;3
232;222;0;144;2
252;241;0;169;1
200;191;0;221;1
200;191;0;223;2
202;193;0;225;1
232;222;0;69;2
238;228;0;37;1
255;244;0;18;3
202;193;0;31;1
255;245;23;218;7
255;245;25;226;3
255;245;27;234;5
255;245;27;241;6
255;246;55;250;19
255;246;55;251;19
255;246;55;240;10
255;245;27;233;3
255;245;23;211;7
255;245;21;205;7
202;193;0;90;3
200;191;0;55;1
248;237;0;15;2
242;232;0;33;1
234;224;0;58;1
232;222;0;90;1
232;222;0;127;1
255;245;25;228;5
255;246;55;233;11
255;245;27;232;2
238;228;0;157;1
255;246;55;199;10
255;246;55;196;6
196;188;0;75;2
255;244;0;26;1
246;235;0;49;2
240;230;0;79;2
240;230;0;116;1
240;230;0;153;1
252;241;0;229;6
252;241;0;232;6
252;241;0;234;6
228;218;0;133;1
224;214;0;103;1
218;209;0;75;2
198;189;0;26;3
226;216;0;60;1
226;216;0;101;2
204;195;0;230;1
255;244;0;236;7
255;244;0;237;5
252;241;0;235;9
246;235;0;120;1
252;241;0;81;1
255;244;3;49;1
255;245;19;26;1
255;246;47;11;1
208;199;0;39;1
208;199;0;115;2
198;189;0;220;2
255;245;17;184;1
255;245;23;183;1
255;245;25;186;1
222;212;0;112;1
226;216;0;43;1
216;207;0;33;5
255;244;0;170;1
204;195;0;232;1
252;241;0;233;4
230;220;0;130;1
230;220;0;89;1
234;224;0;56;1
240;230;0;32;2
244;233;0;15;1
200;191;0;68;1
255;246;55;228;12
255;246;55;236;17
255;246;55;243;16
255;246;55;249;20
255;246;55;253;26
255;246;55;254;24
255;246;55;220;15
255;246;55;212;20
255;246;55;206;16
255;245;21;201;4
200;191;0;108;1
196;188;0;37;1
232;222;0;47;1
230;220;0;80;1
230;220;0;117;2
255;245;27;240;3
255;244;0;238;1
252;241;0;230;7
202;193;0;107;1
196;188;0;44;2
246;235;0;37;1
238;228;0;103;1
240;230;0;143;1
255;244;0;240;6
255;244;0;242;4
255;245;27;239;1
224;214;0;128;2
220;211;0;92;2
216;207;0;61;1
212;203;0;38;1
212;203;0;11;3
202;193;0;4;13
232;222;0;40;1
228;218;0;74;1
228;218;0;114;3
255;244;0;241;10
255;244;0;244;2
255;245;27;244;3
255;244;0;243;2
255;244;0;239;6
250;239;0;143;1
250;239;0;100;1
255;244;0;63;1
255;244;11;35;1
255;245;33;17;1
255;246;55;7;5
210;201;0;52;2
210;201;0;90;2
210;201;0;132;1
202;193;0;227;1
255;245;29;205;1
255;245;33;210;1
255;245;33;212;1
206;197;0;234;1
226;216;0;138;1
224;214;0;100;1
222;212;0;65;1
222;212;0;37;2
214;205;0;19;1
214;205;0;75;1
220;211;0;108;2
226;216;0;78;2
226;216;0;49;1
232;222;0;29;1
200;191;0;75;2
255;246;55;221;17
255;246;55;229;12
255;246;55;237;11
255;246;55;244;15
255;246;55;213;19
196;188;0;78;2
194;186;0;44;1
228;218;0;35;2
228;218;0;65;1
226;216;0;103;1
230;220;0;142;1
255;246;55;247;11
255;244;0;245;6
226;216;0;147;1
212;203;0;139;1
206;197;0;108;4
202;193;0;71;2
244;233;0;23;1
236;226;0;82;1
234;224;0;123;1
255;245;27;243;5
255;245;27;246;2
255;245;29;248;5
255;246;55;248;18
255;245;27;245;3
218;209;0;114;1
214;205;0;44;1
210;201;0;21;1
246;235;0;22;1
228;218;0;47;1
228;218;0;84;1
228;218;0;127;1
255;244;0;247;5
255;245;29;250;6
255;245;29;249;4
250;239;0;164;1
248;237;0;120;1
250;239;0;82;1
255;244;0;48;1
255;245;13;25;2
255;245;23;12;1
210;201;0;37;1
210;201;0;68;3
210;201;0;109;3
255;246;41;222;1
208;199;0;241;1
208;199;0;242;1
224;214;0;129;1
216;207;0;92;2
214;205;0;61;1
210;201;0;38;1
210;201;0;33;3
214;205;0;95;1
216;207;0;131;2
255;245;27;231;2
255;245;27;237;3
255;244;0;246;5
255;244;0;248;4
200;191;0;76;2
202;193;0;120;2
255;246;55;214;24
255;246;55;242;11
255;246;55;252;28
255;250;133;247;4
255;246;55;227;12
255;246;55;219;15
194;186;0;82;2
222;212;0;50;2
220;211;0;84;1
255;250;131;250;5
202;193;0;76;1
202;193;0;44;2
255;244;9;12;1
234;224;0;57;1
232;222;0;94;1
255;245;29;247;3
214;205;0;94;2
216;207;0;58;1
216;207;0;29;1
248;237;0;12;4
230;220;0;30;1
224;214;0;58;1
228;218;0;141;1
255;245;29;253;5
255;245;29;252;5
255;244;0;249;3
196;188;0;215;1
246;235;0;145;1
242;232;0;103;1
242;232;0;67;1
246;235;0;40;1
248;237;0;22;1
206;197;0;48;2
206;197;0;85;4
210;201;0;128;2
210;201;0;245;1
212;203;0;248;1
214;205;0;126;1
212;203;0;93;1
206;197;0;65;5
198;189;0;25;6
206;197;0;78;1
212;203;0;118;1
255;245;23;219;4
255;245;29;251;2
255;244;0;252;7
220;211;0;140;1
212;203;0;106;1
208;199;0;74;1
204;195;0;47;3
204;195;0;27;1
255;246;55;234;14
255;250;133;244;5
255;246;55;226;16
255;245;21;206;7
194;186;0;79;1
192;184;0;43;3
220;211;0;66;3
218;209;0;104;1
255;250;131;252;4
202;193;0;22;1
236;226;0;34;3
230;220;0;105;1
255;250;131;254;5
210;201;0;72;1
212;203;0;39;2
222;212;0;113;1
244;233;0;163;1
236;226;0;128;2
230;220;0;63;1
222;212;0;38;1
218;209;0;14;1
206;197;0;103;1
212;203;0;250;1
255;244;0;253;3
255;244;0;250;1
206;197;0;127;1
200;191;0;96;1
194;186;0;68;2
210;201;0;30;2
255;245;23;214;6
255;245;29;254;8
206;197;0;105;5
200;191;0;72;1
196;188;0;42;2
200;191;0;119;1
255;253;211;243;11
255;250;133;241;5
255;246;55;211;15
198;189;0;113;1
242;232;0;7;3
214;205;0;20;2
214;205;0;45;1
214;205;0;79;1
216;207;0;123;1
255;246;55;232;12
255;253;207;253;13
206;197;0;84;1
242;232;0;18;2
230;220;0;40;1
226;216;0;72;1
228;218;0;115;2
255;250;131;253;5
212;203;0;134;1
208;199;0;53;2
218;209;0;27;2
212;203;0;52;2
214;205;0;90;1
206;197;0;235;1
216;207;0;89;1
210;201;0;61;3
210;201;0;19;7
204;195;0;76;1
208;199;0;120;1
255;244;0;254;3
192;184;0;98;1
190;182;0;67;1
182;174;0;38;2
224;214;0;2;1
204;195;0;98;1
196;188;0;95;1
196;188;0;60;1
198;189;0;34;1
202;193;0;43;1
200;191;0;77;2
202;193;0;122;2
255;250;133;242;3
255;253;213;242;8
255;253;213;241;7
198;189;0;103;1
224;214;0;10;1
210;201;0;55;1
212;203;0;95;1
255;250;133;246;5
255;253;207;252;12
232;222;0;22;1
224;214;0;46;1
224;214;0;82;1
226;216;0;123;1
234;224;0;155;1
255;250;131;248;6
255;253;207;251;18
206;197;0;111;1
204;195;0;40;1
208;199;0;37;1
204;195;0;67;1
255;245;25;221;1
210;201;0;121;1
202;193;0;91;1
194;186;0;37;1
202;193;0;50;1
204;195;0;86;1
255;245;29;255;1
255;244;0;251;1
255;245;23;216;3
188;180;0;91;2
188;180;0;57;1
208;199;0;101;1
255;246;55;218;13
192;184;0;42;1
202;193;0;82;1
202;193;0;128;1
255;250;135;240;2
255;253;213;240;13
204;195;0;134;4
198;189;0;93;2
210;201;0;34;1
255;253;209;250;8
208;199;0;131;1
222;212;0;13;5
220;211;0;29;1
216;207;0;56;1
222;212;0;134;1
234;224;0;154;1
255;253;209;249;6
206;197;0;133;1
198;189;0;59;1
202;193;0;81;1
255;246;55;205;10
255;250;131;251;6
255;246;55;207;16
255;245;21;202;3
194;186;0;88;1
200;191;0;53;3
186;178;0;71;1
208;199;0;57;1
204;195;0;95;1
255;245;23;212;8
192;184;0;84;1
192;184;0;48;1
200;191;0;90;3
255;250;137;233;4
255;253;215;238;14
255;250;135;239;1
200;191;0;87;1
204;195;0;117;2
210;201;0;129;1
206;197;0;83;1
204;195;0;46;1
210;201;0;108;1
198;189;0;119;1
186;178;0;26;2
198;189;0;91;2
255;246;55;204;10
255;246;55;208;12
255;246;55;202;13
255;246;55;198;11
188;180;0;71;2
184;176;0;79;1
182;174;0;45;1
192;184;0;86;1
200;191;0;94;2
255;253;217;236;6
255;253;211;245;8
255;253;209;247;10
202;193;0;88;1
198;189;0;50;2
202;193;0;84;1
204;195;0;128;1
206;197;0;129;1
255;246;55;201;17
255;245;21;198;5
190;182;0;107;1
188;180;0;43;3
194;186;0;29;4
198;189;0;97;2
202;193;0;49;1
184;176;0;82;1
210;201;0;73;1
212;203;0;116;2
255;253;205;254;10
192;184;0;81;1
190;182;0;46;1
200;191;0;28;2
198;189;0;96;2
255;250;137;231;1
255;253;211;244;8
255;253;209;248;7
255;250;135;238;2
192;184;0;9;2
198;189;0;57;1
198;189;0;95;2
198;189;0;53;2
200;191;0;54;2
188;180;0;95;1
188;180;0;58;1
192;184;0;58;1
196;188;0;97;1
188;180;0;87;1
188;180;0;51;1
182;174;0;24;1
202;193;0;41;3
202;193;0;73;2
208;199;0;116;1
255;253;215;239;3
255;250;137;232;3
186;178;0;77;1
212;203;0;103;4
196;188;0;113;1
194;186;0;71;2
255;253;219;232;13
255;253;211;246;9
200;191;0;91;1
196;188;0;64;1
196;188;0;104;1
196;188;0;101;1
196;188;0;96;1
255;245;19;193;5
186;178;0;72;1
182;174;0;40;2
190;182;0;53;1
194;186;0;93;1
188;180;0;84;1
186;178;0;23;1
206;197;0;59;1
210;201;0;98;1
255;250;139;228;2
186;178;0;104;1
184;176;0;65;1
212;203;0;90;1
214;205;0;135;1
196;188;0;58;1
198;189;0;24;1
202;193;0;89;1
255;250;139;224;1
190;182;0;68;1
196;188;0;112;1
255;254;221;229;10
255;253;217;237;8
255;250;135;237;1
192;184;0;112;1
192;184;0;70;1
194;186;0;96;1
186;178;0;80;2
184;176;0;45;4
192;184;0;82;1
255;246;55;200;6
210;201;0;22;1
186;178;0;86;1
184;176;0;51;1
214;205;0;43;1
210;201;0;77;1
212;203;0;121;1
202;193;0;117;1
194;186;0;43;1
198;189;0;21;1
202;193;0;79;1
255;250;141;222;1
255;254;221;230;6
200;191;0;84;1
198;189;0;48;1
190;182;0;70;1
255;250;141;218;1
255;254;223;225;6
190;182;0;78;1
190;182;0;51;1
192;184;0;88;1
255;250;133;245;1
196;188;0;108;2
190;182;0;96;1
218;209;0;29;1
214;205;0;84;2
220;211;0;123;1
255;253;219;233;7
255;250;139;226;3
190;182;0;98;1
188;180;0;64;2
212;203;0;107;2
255;253;217;235;2
202;193;0;60;1
198;189;0;31;1
202;193;0;67;2
206;197;0;107;1
255;254;223;227;6
255;253;217;234;6
255;250;141;220;6
202;193;0;113;1
200;191;0;73;1
192;184;0;36;1
190;182;0;66;1
255;254;229;220;4
188;180;0;80;1
194;186;0;76;1
255;250;139;225;4
255;250;137;234;2
184;176;0;70;1
194;186;0;86;1
192;184;0;105;1
194;186;0;73;1
218;209;0;59;2
192;184;0;107;1
190;182;0;73;1
208;199;0;93;1
204;195;0;53;2
204;195;0;89;3
255;250;139;223;3
202;193;0;94;1
202;193;0;57;2
192;184;0;29;4
190;182;0;54;1
190;182;0;88;1
255;250;143;215;1
255;254;227;221;8
182;174;0;42;1
192;184;0;92;1
255;254;223;226;1
184;176;0;56;1
194;186;0;36;1
196;188;0;63;1
255;254;223;228;4
198;189;0;109;1
194;186;0;50;2
222;212;0;94;1
226;216;0;130;1
255;254;225;224;8
255;250;143;217;3
192;184;0;108;2
190;182;0;76;1
188;180;0;48;1
208;199;0;117;1
212;203;0;117;1
208;199;0;81;2
206;197;0;39;1
255;254;227;223;3
255;253;219;231;2
206;197;0;21;2
190;182;0;41;2
192;184;0;68;1
192;184;0;101;2
255;250;143;214;4
255;254;229;218;1
255;250;141;221;2
184;176;0;62;1
192;184;0;41;1
196;188;0;67;2
190;182;0;95;1
200;191;0;64;1
255;254;227;222;1
202;193;0;106;2
198;189;0;76;1
198;189;0;51;1
228;218;0;40;1
226;216;0;66;1
224;214;0;95;1
255;254;231;216;2
255;254;231;217;4
255;254;233;215;1
255;254;235;213;1
194;186;0;78;1
190;182;0;50;1
206;197;0;58;1
255;254;233;214;1
255;254;229;219;1
214;205;0;119;1
212;203;0;86;1
208;199;0;55;1
208;199;0;31;1
210;201;0;50;1
210;201;0;79;1
212;203;0;114;2
255;250;143;216;1
208;199;0;80;1
208;199;0;51;1
192;184;0;71;1
188;180;0;101;1
200;191;0;63;1
204;195;0;87;1
214;205;0;130;1
255;250;141;219;1
200;191;0;38;1
216;207;0;126;2
212;203;0;119;1
208;199;0;96;1
202;193;0;70;2
234;224;0;21;1
230;220;0;41;1
226;216;0;64;1
224;214;0;90;1
224;214;0;120;1
255;250;147;210;2
255;254;237;209;1
255;254;237;208;1
255;250;147;207;1
198;189;0;100;1
196;188;0;74;1
255;250;147;208;1
255;254;237;210;1
255;254;235;212;2
255;250;145;212;1
214;205;0;113;2
212;203;0;56;1
212;203;0;34;3
218;209;0;17;1
212;203;0;55;2
212;203;0;82;1
255;250;143;213;1
214;205;0;110;2
212;203;0;81;1
210;201;0;32;1
192;184;0;45;1
200;191;0;112;1
238;228;0;155;1
242;232;0;154;2
240;230;0;157;1
192;184;0;110;1
190;182;0;90;1
184;176;0;47;1
222;212;0;108;1
228;218;0;126;1
226;216;0;143;1
218;209;0;128;2
206;197;0;101;1
196;188;0;70;1
192;184;0;53;1
206;197;0;33;1
210;201;0;49;1
212;203;0;66;1
222;212;0;105;2
224;214;0;123;1
226;216;0;129;1
222;212;0;115;2
216;207;0;98;1
212;203;0;79;1
232;222;0;38;3
226;216;0;59;1
224;214;0;83;1
222;212;0;126;2
206;197;0;124;1
202;193;0;87;1
198;189;0;65;1
202;193;0;47;2
255;250;149;204;1
255;254;239;206;1
255;250;147;206;1
216;207;0;104;1
216;207;0;78;2
218;209;0;54;1
224;214;0;20;1
218;209;0;55;1
216;207;0;103;1
228;218;0;138;1
218;209;0;98;2
214;205;0;51;1
212;203;0;100;1
214;205;0;107;2
236;226;0;107;1
242;232;0;109;1
240;230;0;107;1
238;228;0;109;1
236;226;0;113;1
214;205;0;112;1
202;193;0;97;1
212;203;0;28;1
218;209;0;40;1
224;214;0;69;1
230;220;0;84;1
234;224;0;99;1
236;226;0;112;1
240;230;0;125;1
242;232;0;131;1
244;233;0;136;1
244;233;0;137;1
242;232;0;135;1
240;230;0;130;1
232;222;0;111;1
228;218;0;98;1
222;212;0;86;1
208;199;0;62;1
202;193;0;51;1
226;216;0;93;1
228;218;0;105;1
230;220;0;119;2
230;220;0;108;1
228;218;0;96;1
226;216;0;86;1
224;214;0;73;1
216;207;0;46;2
214;205;0;34;1
230;220;0;34;2
218;209;0;113;1
216;207;0;115;2
210;201;0;93;1
206;197;0;80;1
202;193;0;93;1
204;195;0;115;1
255;250;149;201;1
216;207;0;65;1
220;211;0;30;2
224;214;0;85;1
228;218;0;113;1
232;222;0;122;1
234;224;0;128;1
236;226;0;130;1
234;224;0;125;1
232;222;0;117;1
230;220;0;107;1
228;218;0;93;1
224;214;0;62;1
222;212;0;45;1
226;216;0;30;2
212;203;0;61;1
224;214;0;68;1
242;232;0;66;1
244;233;0;66;1
240;230;0;67;1
228;218;0;70;1
220;211;0;72;1
196;188;0;39;1
232;222;0;28;1
234;224;0;50;1
236;226;0;59;1
238;228;0;72;1
242;232;0;87;1
244;233;0;90;1
242;232;0;92;1
242;232;0;90;1
240;230;0;86;1
236;226;0;77;1
230;220;0;60;1
228;218;0;45;1
228;218;0;55;1
228;218;0;64;1
230;220;0;72;1
230;220;0;76;2
230;220;0;73;2
230;220;0;67;1
230;220;0;59;1
230;220;0;50;1
228;218;0;41;1
226;216;0;32;1
228;218;0;22;2
232;222;0;27;1
220;211;0;58;1
218;209;0;71;1
212;203;0;68;1
204;195;0;45;1
200;191;0;34;1
214;205;0;81;1
214;205;0;66;1
214;205;0;50;1
220;211;0;37;1
222;212;0;24;1
226;216;0;61;1
232;222;0;79;1
236;226;0;85;2
234;224;0;81;1
234;224;0;75;1
232;222;0;68;1
232;222;0;58;1
230;220;0;44;1
232;222;0;23;1
236;226;0;15;2
216;207;0;30;1
232;222;0;37;1
255;244;0;35;2
240;230;0;37;1
226;216;0;38;1
248;237;0;39;1
250;239;0;50;1
250;239;0;53;1
248;237;0;54;1
248;237;0;53;1
246;235;0;45;1
242;232;0;22;2
236;226;0;40;2
238;228;0;35;1
238;228;0;29;1
242;232;0;24;1
248;237;0;8;2
224;214;0;34;1
220;211;0;38;1
214;205;0;35;1
204;195;0;51;1
212;203;0;63;1
238;228;0;25;1
