R;G;B;A;Count;FileCount
249;215;148;219;1;1
186;81;4;87;1;1
185;79;3;64;1;1
191;88;9;38;1;1
195;95;13;81;1;1
197;99;15;103;3;1
199;104;17;126;2;1
197;100;15;119;1;1
195;96;13;96;1;1
192;91;11;70;1;1
208;119;27;21;1;1
206;116;25;41;1;1
204;113;23;64;1;1
203;110;21;90;1;1
203;112;21;120;1;1
250;217;152;210;2;1
254;249;239;209;1;1
254;249;239;208;1;1
250;217;153;207;1;1
190;87;8;100;1;1
189;85;7;74;1;1
200;105;19;17;1;1
198;101;16;33;2;1
197;100;15;55;2;1
197;101;15;82;1;1
198;103;16;113;1;1
249;216;150;213;1;1
198;103;16;110;2;1
197;101;15;81;1;1
196;99;15;32;1;1
187;83;5;45;1;1
191;90;9;112;1;1
210;124;29;155;1;1
212;129;31;154;2;1
211;127;30;157;1;1
187;83;5;110;1;1
186;81;4;90;1;1
183;75;1;47;1;1
193;92;11;14;4;1
202;108;20;108;1;1
205;115;23;126;1;1
207;119;25;144;2;1
204;113;22;143;1;1
200;107;19;128;1;1
197;100;15;116;2;1
194;95;12;101;1;1
189;85;7;70;1;1
187;82;5;53;1;1
194;95;12;33;1;1
196;99;15;49;1;1
197;101;16;66;1;1
202;108;20;105;1;1
203;112;21;123;1;1
205;115;23;139;1;1
206;116;23;143;1;1
204;113;22;129;1;1
202;109;20;115;2;1
199;105;18;98;1;1
197;102;16;79;1;1
196;98;14;61;1;1
207;116;25;38;1;1
204;112;22;59;1;1
203;111;21;83;1;1
202;109;20;105;1;1
203;109;20;126;2;1
194;95;13;124;1;1
192;92;10;106;1;1
192;90;10;87;1;1
190;87;8;65;1;1
199;103;17;33;5;1
200;104;18;55;1;1
199;104;17;78;2;1
199;106;17;103;1;1
205;115;23;138;1;1
202;110;21;118;2;1
200;107;19;98;2;1
200;106;18;75;1;1
198;102;16;51;1;1
192;91;10;73;1;1
197;99;15;100;1;1
198;104;17;107;2;1
203;111;21;109;3;1
209;122;27;107;1;1
212;128;31;109;1;1
211;127;30;107;1;1
210;124;29;109;1;1
209;122;28;113;1;1
198;102;16;112;1;1
194;95;13;105;1;1
192;92;11;97;1;1
190;88;8;85;2;1
188;84;6;71;2;1
197;99;15;28;1;1
200;105;19;40;1;1
203;111;21;69;1;1
206;116;24;84;1;1
208;119;26;99;1;1
209;122;28;112;1;1
211;127;30;125;1;1
212;128;31;131;1;1
213;129;31;136;1;1
213;129;31;137;1;1
212;128;31;135;1;1
211;127;30;130;1;1
209;122;28;122;1;1
207;118;25;111;1;1
205;114;23;98;1;1
202;109;20;86;1;1
195;96;14;62;1;1
192;91;10;51;1;1
202;108;20;50;1;1
204;112;22;93;1;1
205;115;23;105;1;1
206;116;24;119;1;1
206;117;24;119;1;1
206;116;24;117;1;1
206;116;24;108;1;1
205;113;23;96;1;1
204;113;22;86;1;1
203;110;21;73;1;1
199;105;18;46;2;1
198;102;17;34;1;1
206;116;25;34;2;1
201;107;20;82;1;1
201;107;19;108;2;1
200;107;19;113;1;1
199;105;18;115;1;1
199;104;18;115;1;1
196;97;14;93;1;1
194;94;12;80;1;1
201;107;19;30;2;1
203;111;21;85;1;1
205;115;23;113;1;1
207;118;25;122;1;1
208;121;26;128;1;1
209;122;27;130;1;1
208;122;27;125;1;1
207;118;25;117;1;1
206;117;24;107;1;1
205;115;23;93;1;1
204;112;22;78;1;1
203;111;21;62;1;1
202;109;21;45;1;1
204;113;23;30;2;1
197;101;16;61;1;1
203;111;22;68;1;1
206;118;26;69;2;1
210;123;28;66;2;1
212;127;31;66;1;1
212;129;32;66;1;1
211;125;30;67;1;1
205;114;23;70;1;1
200;107;20;72;1;1
189;85;7;39;1;1
207;118;26;28;1;1
207;118;26;38;2;1
208;120;27;50;1;1
209;121;27;59;1;1
210;124;29;72;1;1
212;127;31;87;1;1
212;129;32;90;1;1
212;128;31;92;1;1
212;128;31;90;1;1
211;126;30;86;1;1
209;122;28;77;1;1
206;117;25;60;1;1
202;108;21;41;2;1
205;113;23;45;1;1
205;115;24;55;1;1
205;114;23;64;1;1
205;116;25;72;1;1
206;116;24;76;2;1
206;116;24;73;2;1
206;116;24;67;1;1
206;117;25;59;1;1
205;116;25;50;1;1
204;114;24;41;1;1
204;113;23;32;1;1
205;114;24;22;2;1
207;117;26;27;1;1
203;111;22;37;1;1
200;107;20;58;1;1
201;106;19;66;1;1
200;106;19;71;1;1
199;103;17;72;2;1
197;100;15;68;1;1
193;93;11;45;1;1
191;89;10;34;1;1
204;113;22;61;1;1
207;118;26;79;1;1
208;119;26;82;2;1
208;121;28;85;1;1
208;122;28;85;1;1
208;120;27;81;1;1
208;120;27;75;1;1
207;119;26;68;1;1
206;118;26;58;1;1
206;116;25;44;1;1
207;116;25;23;1;1
209;121;28;15;2;1
199;103;17;30;1;1
207;118;26;37;1;1
210;123;30;36;1;1
218;138;38;35;2;1
211;124;30;37;1;1
204;111;22;38;1;1
197;99;15;34;3;1
217;136;36;19;3;1
214;130;33;32;1;1
215;131;34;39;1;1
215;131;34;46;1;1
216;133;35;50;1;1
216;133;35;53;1;1
215;132;34;54;1;1
215;132;34;53;1;1
214;131;33;49;1;1
214;130;33;45;1;1
211;125;30;32;2;1
205;114;25;13;2;1
212;127;31;22;2;1
209;122;28;28;1;1
209;121;27;40;2;1
210;122;29;35;1;1
210;122;29;29;1;1
212;126;31;24;1;1
214;131;34;8;2;1
203;110;21;34;1;1
200;106;19;37;2;1
201;107;20;38;1;1
198;101;16;35;1;1
210;124;29;25;1;1
209;121;28;39;1;1
210;123;29;44;1;1
211;125;30;49;1;1
212;125;30;49;1;1
211;125;30;45;1;1
211;125;30;42;1;1
210;124;30;35;1;1
211;126;31;15;1;1
206;117;26;12;2;1
232;163;52;15;2;1
210;124;29;16;1;1
231;160;52;10;1;1
229;156;49;14;1;1
225;149;45;27;2;1
223;146;43;26;1;1
223;146;43;23;1;1
223;147;43;19;1;1
224;147;43;17;1;1
224;146;44;11;2;1
218;138;38;18;3;1
225;149;45;12;2;1
204;112;22;14;1;1
204;112;23;11;2;1
219;140;39;20;2;1
219;139;38;22;1;1
221;143;40;23;2;1
220;140;40;19;1;1
245;185;66;9;3;1
245;185;66;10;3;1
245;185;66;8;1;1
245;185;66;0;600;1
186;81;4;40;1;1
183;74;1;66;1;1
185;78;3;74;1;1
190;87;8;38;1;1
205;114;24;18;2;1
190;88;9;47;1;1
186;81;4;59;1;1
183;74;1;61;1;1
183;74;1;86;1;1
193;93;11;49;2;1
204;111;22;33;1;1
205;114;24;33;1;1
193;93;11;70;2;1
187;82;5;69;1;1
192;90;10;85;1;1
199;103;17;62;1;1
209;121;28;46;1;1
212;126;31;41;1;1
206;117;25;52;1;1
188;84;6;94;1;1
189;86;7;66;1;1
186;79;4;77;1;1
196;99;14;96;2;1
204;113;22;77;1;1
212;128;32;67;1;1
202;109;21;107;1;1
198;101;15;132;1;1
191;89;9;83;1;1
187;82;5;47;1;1
189;84;7;77;1;1
212;127;31;96;1;1
213;129;32;102;1;1
209;124;28;119;1;1
205;115;23;144;2;1
194;95;12;100;1;1
194;95;12;61;1;1
207;120;25;125;1;1
212;129;31;125;1;1
215;134;34;131;1;1
215;133;33;142;1;1
212;129;31;158;1;1
198;102;15;115;1;1
207;117;26;18;1;1
203;112;21;132;1;1
207;119;25;140;1;1
212;128;31;148;1;1
215;135;34;156;1;1
219;142;38;173;1;1
200;107;19;130;1;1
202;109;21;88;1;1
204;113;23;53;1;1
211;125;31;26;1;1
197;101;17;46;1;1
200;106;19;100;1;1
203;111;21;126;1;1
211;127;30;160;1;1
217;138;36;169;1;1
191;88;9;221;1;1
192;90;10;225;1;1
205;115;23;149;1;1
209;123;29;37;1;1
218;139;36;170;1;1
193;93;12;232;1;1
206;118;24;130;1;1
206;116;24;89;1;1
207;119;27;56;1;1
213;129;32;15;1;1
198;103;17;75;1;1
205;116;23;114;1;1
204;113;23;78;1;1
204;113;23;49;1;1
206;117;26;29;1;1
198;102;16;95;1;1
194;95;12;78;1;1
197;100;15;118;1;1
201;108;19;140;1;1
197;101;15;106;1;1
195;97;14;74;1;1
193;92;11;27;1;1
196;97;15;30;2;1
194;94;12;105;3;1
191;90;10;72;1;1
203;110;22;2;1;1
194;94;12;60;2;1
193;93;11;98;1;1
189;86;7;95;1;1
189;85;7;60;1;1
190;86;8;34;1;1
195;96;13;101;1;1
187;81;5;42;1;1
195;96;13;57;1;1
193;94;11;95;1;1
187;82;5;84;1;1
187;82;5;48;1;1
187;83;5;86;1;1
196;98;14;73;1;1
187;83;5;81;1;1
186;81;4;46;1;1
190;86;7;113;1;1
196;98;14;52;1;1
197;100;15;90;1;1
198;102;16;135;1;1
189;86;7;58;1;1
198;101;16;43;1;1
196;99;15;77;1;1
197;101;15;121;1;1
192;90;10;117;1;1
188;83;6;43;1;1
190;86;8;21;1;1
197;100;15;107;2;1
192;91;11;95;1;1
192;90;10;60;1;1
190;87;8;31;1;1
195;96;13;93;1;1
194;94;12;108;1;1
195;96;13;75;1;1
196;97;13;117;1;1
197;100;15;117;1;1
195;97;13;81;1;1
194;94;12;58;1;1
254;248;235;214;1;1
254;246;231;219;1;1
198;102;16;119;1;1
197;99;15;86;1;1
195;97;14;55;1;1
195;97;14;31;1;1
250;217;152;208;1;1
254;249;238;210;1;1
254;248;236;212;2;1
250;217;151;212;1;1
199;103;16;113;1;1
197;100;15;56;1;1
192;91;11;47;2;1
250;218;154;204;1;1
254;250;241;206;1;1
250;217;153;206;1;1
200;106;18;128;1;1
199;104;17;104;1;1
200;104;18;54;1;1
203;109;22;20;1;1
192;92;11;70;1;1
192;92;11;93;1;1
193;94;11;115;1;1
250;218;155;201;1;1
199;103;17;65;1;1
195;96;13;99;1;1
197;100;15;103;1;1
198;102;16;81;1;1
198;102;16;66;1;1
198;102;17;50;1;1
201;108;20;37;1;1
202;108;20;24;1;1
193;93;11;51;1;1
196;99;15;68;1;1
197;101;15;63;1;1
198;103;17;46;1;1
198;102;16;31;1;1
203;112;23;21;1;1
169;169;169;0;48;7
30;30;30;0;383;1
2;2;2;0;46316;1
125;125;125;0;55745;5
85;85;85;0;129370;5
207;156;155;0;8898;11
215;215;215;0;1000;5
215;215;215;255;3001;6
140;143;165;0;383;1
107;110;128;0;46316;1
8;0;0;128;14;2
34;43;59;255;1113;6
58;74;104;0;34172;4
58;74;104;255;3271;6
255;242;0;255;128;4
130;123;0;255;80;4
34;43;59;128;12;1
34;43;59;0;53429;4
21;22;30;255;1;1
87;64;58;255;808;3
116;86;78;255;1838;3
152;117;108;255;1030;3
195;145;61;255;46;2
195;145;61;0;2508;2
117;83;49;255;30;2
74;52;25;255;46;2
80;53;0;0;2871;1
80;53;0;255;104;1
119;79;0;255;245;1
153;102;0;255;106;1
45;57;79;0;1098;3
45;57;79;255;3249;3
119;119;119;0;130;1
83;83;83;255;1276;8
167;167;167;0;46974;1
129;127;127;255;13;1
204;153;0;255;112;1
185;171;128;255;8;1
57;43;0;255;48;1
114;86;0;255;72;1
92;91;91;255;5;1
94;90;90;255;23;1
49;45;45;255;2;1
68;64;64;255;5;1
113;82;51;255;104;2
86;56;26;255;104;2
64;30;22;255;194;1
89;54;45;255;523;1
128;87;77;255;658;1
242;218;220;255;16;1
166;130;130;255;2093;4
10;4;4;255;194;1
20;13;13;255;523;1
30;22;22;255;658;1
255;112;61;255;32;1
36;35;35;255;4506;5
83;77;77;255;3082;5
92;86;86;255;5050;5
101;95;95;255;2335;5
74;68;68;255;2984;5
61;57;57;255;941;5
48;46;46;255;1254;5
104;104;104;255;2359;2
120;120;120;255;7555;2
136;136;136;255;1746;2
89;89;89;255;5579;2
148;128;127;255;4803;5
190;173;172;255;4670;5
70;29;27;255;870;3
114;96;95;255;2176;5
122;31;26;255;842;3
200;210;175;255;731;3
135;148;97;255;364;3
223;228;208;255;497;3
47;40;39;255;24;1
83;70;70;255;42;1
209;202;175;255;4;1
147;133;97;255;4;1
173;173;173;255;23;1
25;25;25;255;379;2
13;13;13;255;551;2
84;84;84;255;81;1
226;226;226;255;12;2
181;181;181;255;34;2
130;130;130;255;38;2
208;114;109;255;128;2
86;64;63;255;449;2
198;168;168;255;1562;2
120;32;27;255;1;1
120;30;26;255;1;1
128;69;28;255;941;1
170;93;38;255;1613;1
90;48;19;255;310;1
78;64;40;255;279;1
106;86;55;255;214;1
177;139;112;255;96;1
151;111;82;255;177;1
122;121;77;255;54;1
168;169;120;255;24;1
115;84;62;255;57;1
202;176;158;255;21;1
151;122;78;255;57;1
107;87;81;255;124;1
156;127;118;255;245;1
135;123;120;255;10;1
199;182;177;255;130;1
178;155;148;255;25;1
156;127;118;0;22;1
69;56;52;255;110;1
43;35;32;255;18;1
122;75;74;255;18;1
4;1;1;255;246;2
0;166;81;0;7;1
0;166;81;255;60;1
60;184;120;255;41;1
130;202;156;255;26;1
60;184;120;0;4;1
0;114;54;255;568;2
0;88;38;255;748;2
0;47;20;255;15;1
0;66;28;255;11;1
0;88;38;0;4;2
4;4;4;0;658;1
70;70;70;0;95225;3
120;120;120;0;14;1
89;89;89;0;1267;1
167;162;158;255;668;1
46;39;36;255;1120;1
84;71;65;255;1055;1
31;27;24;255;234;1
107;24;23;0;61;1
107;24;23;255;439;1
170;38;36;255;453;1
72;16;16;0;3062;1
72;16;16;255;168;1
161;73;54;255;68;1
242;108;79;255;37;1
96;44;33;255;48;1
70;72;84;255;12;1
36;37;46;255;24;1
88;88;88;255;410;2
181;0;0;255;57;1
183;139;139;255;27;1
145;0;0;255;60;1
255;140;140;255;27;1
46;46;46;255;1137;3
168;77;77;255;14702;6
178;128;128;255;4334;6
98;50;50;255;7286;6
79;34;34;255;2;1
99;33;33;255;7;1
179;19;19;255;4;1
210;10;10;255;16;1
113;24;24;255;6;1
133;24;24;255;5;1
145;14;14;255;5;1
167;20;20;255;9;1
191;191;191;255;438;2
191;191;191;0;8599;1
255;255;254;255;2773;7
128;128;128;0;577;4
168;168;168;255;131;2
168;168;168;0;8030;2
107;56;56;255;209;1
160;85;85;255;359;1
230;120;120;255;243;1
46;46;46;0;46892;1
76;76;76;255;282;1
50;106;50;255;181;1
66;142;66;255;387;1
28;55;28;255;115;1
82;0;0;255;112;2
6;1;1;255;96;1
176;125;125;255;1732;3
156;200;204;255;455;4
104;152;156;255;289;4
155;94;94;255;912;3
166;130;130;0;2277;2
198;175;175;255;4640;3
198;175;175;0;786;2
136;97;97;0;506;1
136;97;97;255;1191;3
112;77;77;255;485;3
112;77;77;0;228;1
73;37;226;0;2703;1
103;151;155;255;50;1
156;200;205;255;212;1
0;51;51;0;87;1
59;85;85;255;24;1
51;102;51;0;126;1
51;102;51;255;54;1
33;33;33;255;2542;5
83;0;0;255;502;6
48;59;46;0;7103;1
64;79;61;255;452;1
48;59;46;255;153;1
99;135;94;255;367;1
64;79;61;0;193;1
99;99;99;255;1276;10
231;0;0;255;149;3
223;207;185;255;2368;2
244;239;232;255;839;2
192;161;117;255;2611;4
214;195;167;255;3992;2
230;219;202;255;992;2
157;122;71;255;591;3
96;75;43;255;42;2
115;108;108;255;70;2
175;165;165;255;171;2
67;0;0;255;86;2
155;0;0;0;269;2
123;0;0;255;216;1
195;0;0;255;193;1
123;0;0;0;160;1
83;0;0;0;537;1
164;60;60;255;17;1
192;83;83;255;89;2
224;105;105;255;163;2
165;140;140;255;1038;3
128;107;107;255;638;3
91;74;74;255;386;1
30;25;25;255;58;1
53;44;44;255;30;1
74;61;61;255;44;1
235;235;235;255;1275;7
195;117;117;255;18;1
153;75;75;255;20;1
193;193;193;255;8;1
81;0;0;255;16;1
167;0;0;255;1;1
100;96;96;255;2;1
210;120;120;255;442;3
255;191;191;255;113;1
203;203;203;255;2040;8
197;82;82;255;250;2
241;213;213;255;142;2
83;83;83;0;1;1
200;71;71;255;119;1
219;133;133;255;62;1
181;142;142;255;1165;1
219;200;200;255;122;1
135;106;106;255;751;1
113;74;74;255;96;1
164;98;98;255;48;1
202;121;121;255;78;1
197;178;178;255;462;2
214;214;214;255;42;1
211;178;217;255;5;1
210;178;216;255;8;1
210;178;215;255;4;1
211;177;217;255;12;1
249;214;255;255;30;1
252;233;255;255;16;1
252;234;255;255;6;1
210;179;216;255;2;1
210;179;215;255;4;1
232;214;235;255;1;1
249;213;255;255;11;1
248;214;255;255;2;1
212;177;218;255;9;1
204;165;210;255;1;1
156;123;160;255;1;1
232;215;235;255;1;1
58;47;61;255;3;1
211;178;216;255;3;1
211;177;216;255;1;1
58;47;60;255;1;1
131;109;137;255;1;1
209;179;214;255;1;1
30;19;27;255;1;1
45;32;45;255;1;1
59;46;62;255;2;1
199;158;204;255;3;1
44;34;43;255;2;1
208;179;213;255;6;1
133;107;139;255;1;1
156;134;160;255;1;1
141;108;146;255;3;1
212;177;219;255;1;1
132;108;137;255;1;1
132;108;138;255;1;1
212;176;218;255;3;1
58;46;61;255;2;1
140;108;145;255;5;1
138;110;142;255;7;1
58;46;62;255;1;1
175;146;179;255;3;1
140;109;145;255;3;1
177;144;182;255;1;1
139;109;144;255;5;1
209;179;215;255;1;1
57;47;60;255;2;1
138;111;141;255;1;1
137;111;140;255;3;1
139;110;143;255;6;1
175;145;179;255;3;1
141;108;145;255;1;1
177;144;181;255;1;1
158;126;163;255;1;1
176;144;180;255;1;1
174;146;178;255;1;1
138;110;141;255;1;1
173;146;177;255;1;1
173;147;177;255;1;1
95;76;99;255;4;1
176;145;180;255;3;1
176;144;181;255;1;1
193;162;198;255;1;1
137;110;141;255;3;1
137;111;141;255;1;1
139;109;143;255;4;1
175;145;180;255;1;1
176;145;181;255;2;1
96;75;100;255;1;1
95;75;100;255;2;1
97;76;100;255;1;1
176;147;182;255;1;1
94;77;98;255;1;1
95;76;100;255;1;1
140;109;144;255;1;1
95;75;99;255;1;1
171;147;176;255;386;1
239;180;255;255;255;1
108;94;110;255;174;1
152;130;155;255;62;2
101;92;102;255;3;1
212;63;63;255;13;1
170;38;38;255;599;3
128;28;28;255;600;3
213;68;68;255;1;1
216;81;81;255;1;1
228;134;134;255;1;1
208;135;135;255;2;1
122;103;77;255;637;3
78;48;40;255;934;3
106;65;55;255;684;3
237;208;208;255;1;1
224;118;118;255;1;1
241;219;219;255;1;1
247;235;235;255;1;1
215;154;154;255;1;1
172;153;125;255;1;1
171;151;123;255;3;1
151;92;78;255;168;3
154;74;74;255;2;1
188;136;136;255;1;1
135;40;40;255;1;1
226;182;182;255;1;1
235;219;219;255;2;1
147;62;62;255;1;1
166;153;136;255;1;1
239;235;230;255;1;1
169;149;120;255;479;3
115;76;67;255;1;1
228;212;208;255;1;1
162;109;97;255;1;1
134;39;39;255;2;1
176;164;149;255;1;1
235;230;224;255;2;1
200;187;169;255;4;1
147;118;111;255;1;1
246;244;243;255;1;1
219;209;206;255;2;1
157;101;88;255;1;1
209;183;177;255;1;1
240;231;229;255;2;1
176;132;121;255;1;1
156;139;134;255;1;1
179;166;162;255;1;1
132;99;90;255;2;1
147;117;110;255;1;1
87;74;55;255;152;1
133;100;92;255;1;1
246;243;242;255;1;1
216;205;202;255;1;1
126;91;82;255;1;1
243;240;239;255;1;1
211;186;180;255;1;1
153;95;81;255;1;1
88;59;52;255;1;1
232;228;227;255;1;1
254;254;254;255;5;1
223;214;212;255;1;1
117;78;69;255;1;1
211;198;195;255;1;1
252;251;250;255;3;1
205;176;170;255;1;1
236;230;229;255;1;1
226;218;216;255;1;1
159;104;91;255;2;1
250;247;246;255;1;1
253;253;253;255;2;1
160;134;128;255;1;1
242;238;237;255;2;1
227;211;207;255;1;1
107;66;56;255;2;1
134;101;93;255;1;1
252;250;249;255;1;1
116;78;68;255;1;1
236;233;232;255;1;1
89;61;53;255;1;1
56;34;27;255;305;1
218;197;193;255;1;1
249;248;247;255;1;1
122;86;77;255;1;1
150;122;115;255;1;1
243;236;235;255;1;1
189;152;143;255;1;1
151;93;79;255;1;1
109;69;59;255;2;1
226;210;206;255;1;1
228;213;210;255;1;1
112;72;63;255;1;1
112;73;64;255;2;1
184;165;160;255;2;1
115;77;68;255;1;1
108;67;57;255;1;1
156;100;87;255;1;1
183;142;133;255;1;1
151;82;82;255;822;3
155;128;121;255;1;1
160;106;93;255;1;1
177;112;112;255;564;3
202;158;158;255;247;3
155;89;89;255;2;1
228;206;206;255;1;1
241;229;229;255;2;1
194;144;144;255;1;1
252;249;249;255;1;1
249;243;243;255;2;1
213;179;179;255;1;1
240;227;227;255;1;1
196;157;157;255;1;1
138;121;99;255;1;1
124;105;80;255;1;1
199;186;167;255;1;1
247;245;242;255;1;1
236;232;226;255;1;1
135;118;94;255;1;1
184;167;143;255;1;1
188;172;149;255;1;1
218;209;197;255;1;1
189;173;151;255;1;1
170;150;121;255;2;1
243;240;236;255;1;1
253;253;252;255;3;1
214;204;190;255;1;1
229;223;215;255;1;1
217;208;196;255;2;1
181;66;66;255;1;1
183;70;70;255;1;1
176;53;53;255;1;1
248;246;243;255;1;1
230;224;216;255;1;1
231;225;218;255;1;1
241;237;233;255;1;1
171;152;124;255;1;1
178;160;134;255;3;1
248;246;244;255;2;1
220;211;199;255;1;1
210;199;184;255;2;1
242;239;234;255;1;1
204;125;125;255;1;1
248;237;237;255;1;1
164;93;93;255;1;1
124;105;79;255;1;1
227;220;211;255;1;1
246;244;242;255;1;1
182;165;141;255;1;1
235;222;222;255;923;3
247;241;241;255;3;1
218;210;197;255;2;1
251;250;248;255;1;1
204;193;176;255;1;1
207;166;166;255;1;1
216;184;184;255;1;1
174;49;49;255;1;1
225;179;179;255;1;1
242;238;234;255;1;1
168;161;151;255;1;1
209;198;183;255;1;1
217;208;195;255;1;1
176;158;131;255;1;1
243;233;233;255;1;1
215;182;182;255;1;1
173;161;145;255;1;1
190;174;152;255;1;1
188;132;132;255;1;1
102;76;69;255;1;1
230;224;222;255;1;1
223;216;205;255;1;1
137;120;97;255;1;1
182;165;140;255;1;1
173;154;126;255;1;1
181;119;119;255;5;1
253;252;252;255;2;1
208;170;170;255;1;1
247;245;243;255;1;1
232;214;214;255;1;1
189;171;166;255;1;1
250;249;249;255;1;1
198;182;178;255;1;1
191;91;91;255;1;1
186;181;173;255;1;1
205;193;177;255;1;1
221;192;192;255;1;1
208;177;177;255;1;1
79;49;41;255;2;1
190;172;167;255;1;1
244;237;236;255;1;1
179;135;125;255;1;1
195;103;103;255;1;1
254;253;253;255;1;1
195;186;175;255;1;1
209;170;170;255;1;1
109;84;77;255;1;1
174;128;118;255;1;1
213;147;147;255;1;1
220;192;192;255;1;1
153;125;118;255;1;1
179;136;126;255;1;1
131;34;34;255;1;1
171;123;112;255;1;1
178;113;113;255;1;1
151;83;83;255;3;1
244;234;234;255;1;1
222;201;201;255;1;1
209;171;171;255;1;1
195;161;153;255;1;1
184;144;135;255;1;1
191;155;146;255;1;1
184;144;134;255;1;1
226;201;201;255;2;1
215;189;189;255;1;1
253;251;251;255;2;1
226;208;208;255;1;1
214;202;199;255;1;1
229;214;211;255;1;1
203;161;161;255;1;1
180;117;117;255;1;1
193;141;141;255;1;1
163;102;102;255;1;1
205;192;188;255;1;1
255;254;254;255;1;1
164;112;100;255;1;1
111;72;62;255;1;1
154;126;119;255;1;1
148;119;111;255;1;1
152;94;80;255;1;1
153;86;86;255;1;1
224;199;199;255;1;1
214;187;187;255;1;1
240;228;228;255;1;1
208;169;169;255;1;1
169;112;112;255;1;1
236;220;220;255;1;1
246;239;239;255;1;1
231;212;212;255;2;1
242;231;231;255;1;1
183;123;123;255;2;1
212;201;198;255;1;1
152;123;116;255;1;1
148;130;125;255;1;1
252;251;251;255;2;1
247;245;244;255;1;1
128;93;84;255;1;1
246;238;238;255;1;1
254;252;252;255;1;1
160;96;96;255;1;1
204;163;163;255;1;1
200;155;155;255;2;1
249;244;244;255;1;1
156;90;90;255;1;1
188;133;133;255;1;1
207;175;175;255;1;1
169;111;111;255;1;1
251;248;248;255;3;1
237;223;223;255;2;1
156;91;91;255;1;1
118;81;71;255;1;1
81;51;43;255;1;1
136;116;111;255;1;1
106;89;84;255;1;1
76;57;50;255;1;1
230;226;225;255;1;1
208;195;191;255;1;1
244;241;237;255;1;1
186;141;141;255;1;1
165;105;105;255;3;1
248;242;242;255;2;1
182;134;134;255;1;1
207;168;168;255;1;1
233;214;214;255;1;1
247;240;240;255;1;1
180;118;118;255;1;1
232;213;213;255;2;1
212;176;176;255;1;1
118;95;89;255;1;1
186;170;146;255;1;1
153;85;85;255;1;1
223;197;197;255;1;1
217;186;186;255;1;1
187;142;142;255;1;1
219;190;190;255;1;1
179;116;116;255;3;1
241;230;230;255;1;1
194;153;153;255;1;1
231;210;210;255;1;1
189;174;151;255;1;1
154;87;87;255;1;1
212;177;177;255;1;1
245;237;237;255;1;1
184;124;124;255;2;1
171;116;116;255;1;1
225;199;199;255;1;1
250;245;245;255;1;1
193;152;152;255;1;1
158;94;94;255;1;1
186;128;128;255;1;1
204;162;162;255;1;1
160;98;98;255;1;1
251;247;247;255;1;1
197;150;150;255;1;1
205;172;172;255;1;1
172;117;117;255;1;1
189;134;134;255;1;1
222;194;194;255;1;1
164;122;111;255;1018;1
219;172;160;255;1431;1
114;76;66;255;306;1
59;34;27;255;143;1
219;167;227;255;1441;3
141;111;145;255;529;3
107;103;103;0;61;1
107;103;103;255;830;1
140;138;138;255;1035;1
79;76;76;0;2542;1
79;76;76;255;455;1
51;37;45;0;924;1
51;37;45;255;93;1
70;50;62;255;82;1
39;28;35;255;17;1
39;28;35;0;516;1
108;109;90;255;2;1
84;85;62;255;19;1
55;56;30;255;5;1
76;31;223;0;625;1
147;129;118;255;933;1
192;181;175;255;397;1
167;43;43;0;445;1
167;43;43;255;47;1
226;153;153;255;11;1
121;37;67;255;36;1
220;163;181;255;6;1
186;71;108;255;12;1
188;146;161;255;2;1
93;28;48;255;12;1
112;100;92;255;30;1
38;35;35;0;1257;3
34;32;32;255;400;2
64;58;58;255;64;1
76;69;69;0;1164;3
81;73;73;255;106;1
126;113;113;255;41;1
34;32;32;0;81;3
16;17;21;255;397;1
41;44;56;255;71;1
64;69;88;255;211;1
73;80;101;255;301;1
31;35;42;255;344;1
21;16;16;0;30;3
61;56;56;0;66;3
113;102;102;0;3;3
61;56;56;255;1316;2
76;69;69;255;106;1
113;102;102;255;41;1
21;16;16;255;397;1
52;41;41;255;71;1
77;64;64;255;211;1
85;74;74;255;301;1
40;32;32;255;344;1
145;126;119;0;2781;1
120;103;97;255;613;1
177;156;148;255;835;1
60;52;49;255;357;1
40;35;32;255;83;1
57;57;57;255;1286;3
57;57;57;0;168;2
38;38;38;255;2747;2
38;38;38;0;30;2
18;18;18;255;1200;1
121;14;14;0;2870;5
121;14;14;11;11;1
121;14;14;14;10;1
121;14;14;17;19;1
121;14;14;21;17;1
121;14;14;27;16;1
121;14;14;38;11;1
121;14;14;52;10;1
121;14;14;65;5;1
121;14;14;78;6;1
121;14;14;87;3;1
121;14;14;94;12;1
121;14;14;105;38;2
121;14;14;116;15;1
121;14;14;129;8;1
121;14;14;128;36;2
121;14;14;109;7;1
121;14;14;79;5;1
121;14;14;1;8;1
121;14;14;3;12;1
121;14;14;32;16;1
121;14;14;46;11;1
121;14;14;45;7;1
121;14;14;48;10;1
121;14;14;59;7;1
121;14;14;77;11;1
121;14;14;85;7;1
121;14;14;84;8;1
121;14;14;68;9;1
121;14;14;56;8;1
121;14;14;5;15;1
121;14;14;115;11;1
121;14;14;137;6;1
121;14;14;156;7;1
121;14;14;170;13;1
121;14;14;177;8;1
121;14;14;180;11;1
121;14;14;184;5;1
121;14;14;187;8;1
121;14;14;198;14;1
121;14;14;211;10;1
121;14;14;220;13;1
121;14;14;217;10;1
121;14;14;199;12;1
121;14;14;172;7;1
121;14;14;139;8;1
121;14;14;107;10;1
121;14;14;73;9;1
